source,decade,term,count,tokens,per10k
Cato Institute,2000s,gradually,4,93162,0.429
Cato Institute,2000s,amount-,1,93162,0.107
Cato Institute,2000s,shift,10,93162,1.073
Cato Institute,2000s,shifting,5,93162,0.537
Cato Institute,2000s,cipled,1,93162,0.107
Cato Institute,2000s,duce,5,93162,0.537
Cato Institute,2000s,reconsider,3,93162,0.322
Cato Institute,2000s,feel,7,93162,0.751
Cato Institute,2000s,thinks,2,93162,0.215
Cato Institute,2000s,range,20,93162,2.147
Cato Institute,2000s,became,17,93162,1.825
Cato Institute,2000s,ingly,3,93162,0.322
Cato Institute,2000s,progressives,3,93162,0.322
Cato Institute,2000s,arisen,1,93162,0.107
Cato Institute,2000s,urbanization,1,93162,0.107
Cato Institute,2000s,spurred,1,93162,0.107
Cato Institute,2000s,concep-,1,93162,0.107
Cato Institute,2000s,german,2,93162,0.215
Cato Institute,2000s,universities,5,93162,0.537
Cato Institute,2000s,sciences,6,93162,0.644
Cato Institute,2000s,edi-,1,93162,0.107
Cato Institute,2000s,arouses,1,93162,0.107
Cato Institute,2000s,enthusiasm,1,93162,0.107
Cato Institute,2000s,instru-,1,93162,0.107
Cato Institute,2000s,collapses,1,93162,0.107
Cato Institute,2000s,athwart,2,93162,0.215
Cato Institute,2000s,judges,10,93162,1.073
Cato Institute,2000s,regard,11,93162,1.181
Cato Institute,2000s,chip,1,93162,0.107
Cato Institute,2000s,judicial,11,93162,1.181
Cato Institute,2000s,rebuffed,1,93162,0.107
Cato Institute,2000s,threat-,1,93162,0.107
Cato Institute,2000s,ened,2,93162,0.215
Cato Institute,2000s,pack,1,93162,0.107
Cato Institute,2000s,bers,3,93162,0.322
Cato Institute,2000s,nevertheless,7,93162,0.751
Cato Institute,2000s,court-packing,2,93162,0.215
Cato Institute,2000s,switch,1,93162,0.107
Cato Institute,2000s,nine,6,93162,0.644
Cato Institute,2000s,surprising,8,93162,0.859
Cato Institute,2000s,clauses,2,93162,0.215
Cato Institute,2000s,merce,3,93162,0.322
Cato Institute,2000s,rad-,1,93162,0.107
Cato Institute,2000s,ically,2,93162,0.215
Cato Institute,2000s,reinterpreted,1,93162,0.107
Cato Institute,2000s,reinterpret,1,93162,0.107
Cato Institute,2000s,rewriting,3,93162,0.322
Cato Institute,2000s,centerpiece,2,93162,0.215
Cato Institute,2000s,authorized,8,93162,0.859
Cato Institute,2000s,afforded,1,93162,0.107
Cato Institute,2000s,independent,10,93162,1.073
Cato Institute,2000s,spend,28,93162,3.006
Cato Institute,2000s,evade,1,93162,0.107
Cato Institute,2000s,imposed,12,93162,1.288
Cato Institute,2000s,shield,5,93162,0.537
Cato Institute,2000s,overween-,1,93162,0.107
Cato Institute,2000s,sword,4,93162,0.429
Cato Institute,2000s,gener-,3,93162,0.322
Cato Institute,2000s,merated,2,93162,0.215
Cato Institute,2000s,dicta,1,93162,0.107
Cato Institute,2000s,holding,10,93162,1.073
Cato Institute,2000s,there-,1,93162,0.107
Cato Institute,2000s,spend-,8,93162,0.859
Cato Institute,2000s,ever-,2,93162,0.215
Cato Institute,2000s,resist,4,93162,0.429
Cato Institute,2000s,abetted,1,93162,0.107
Cato Institute,2000s,treasury,19,93162,2.039
Cato Institute,2000s,simi-,1,93162,0.107
Cato Institute,2000s,concerned,8,93162,0.859
Cato Institute,2000s,confederation,1,93162,0.107
Cato Institute,2000s,enact,6,93162,0.644
Cato Institute,2000s,protectionist,1,93162,0.107
Cato Institute,2000s,legislation,27,93162,2.898
Cato Institute,2000s,aimed,8,93162,0.859
Cato Institute,2000s,protect-,2,93162,0.215
Cato Institute,2000s,manufacturers,6,93162,0.644
Cato Institute,2000s,merchants,1,93162,0.107
Cato Institute,2000s,out-of-state,1,93162,0.107
Cato Institute,2000s,negate,1,93162,0.107
Cato Institute,2000s,restraining,2,93162,0.215
Cato Institute,2000s,sures,2,93162,0.215
Cato Institute,2000s,functional,2,93162,0.215
Cato Institute,2000s,replaced,3,93162,0.322
Cato Institute,2000s,textual,1,93162,0.107
Cato Institute,2000s,slim,2,93162,0.215
Cato Institute,2000s,precedents,1,93162,0.107
Cato Institute,2000s,faced,3,93162,0.322
Cato Institute,2000s,juggernaut,3,93162,0.322
Cato Institute,2000s,cowed,1,93162,0.107
Cato Institute,2000s,justices,1,93162,0.107
Cato Institute,2000s,caved,1,93162,0.107
Cato Institute,2000s,poured,1,93162,0.107
Cato Institute,2000s,floodgates,2,93162,0.215
Cato Institute,2000s,eviscerated,2,93162,0.215
Cato Institute,2000s,now-famous,1,93162,0.107
Cato Institute,2000s,footnote,2,93162,0.215
Cato Institute,2000s,carolene,6,93162,0.644
Cato Institute,2000s,products,16,93162,1.717
Cato Institute,2000s,details,7,93162,0.751
Cato Institute,2000s,emerged,6,93162,0.644
Cato Institute,2000s,free-speech,1,93162,0.107
Cato Institute,2000s,associ-,1,93162,0.107
Cato Institute,2000s,nonfun-,1,93162,0.107
Cato Institute,2000s,damental,2,93162,0.215
Cato Institute,2000s,commercial,7,93162,0.751
Cato Institute,2000s,implicate,2,93162,0.215
Cato Institute,2000s,scrutiny,5,93162,0.537
Cato Institute,2000s,related,17,93162,1.825
Cato Institute,2000s,conceivable,1,93162,0.107
Cato Institute,2000s,pass,8,93162,0.859
Cato Institute,2000s,muster,1,93162,0.107
Cato Institute,2000s,ple-,1,93162,0.107
Cato Institute,2000s,brake,3,93162,0.322
Cato Institute,2000s,implicated,1,93162,0.107
Cato Institute,2000s,value-laden,1,93162,0.107
Cato Institute,2000s,pave,1,93162,0.107
Cato Institute,2000s,rexford,2,93162,0.215
Cato Institute,2000s,tugwell,2,93162,0.215
Cato Institute,2000s,tortured,1,93162,0.107
Cato Institute,2000s,interpretations,2,93162,0.215
Cato Institute,2000s,prevent,21,93162,2.254
Cato Institute,2000s,enumer-,1,93162,0.107
Cato Institute,2000s,unenumerated,5,93162,0.537
Cato Institute,2000s,docu-,2,93162,0.215
Cato Institute,2000s,episodically,1,93162,0.107
Cato Institute,2000s,difficulty,5,93162,0.537
Cato Institute,2000s,expressly,3,93162,0.322
Cato Institute,2000s,ninth,4,93162,0.429
Cato Institute,2000s,strued,2,93162,0.215
Cato Institute,2000s,deny,2,93162,0.215
Cato Institute,2000s,disparage,1,93162,0.107
Cato Institute,2000s,nutshell,2,93162,0.215
Cato Institute,2000s,jurisprudence,1,93162,0.107
Cato Institute,2000s,bent,3,93162,0.322
Cato Institute,2000s,restore,9,93162,0.966
Cato Institute,2000s,restraints,2,93162,0.215
Cato Institute,2000s,stone,5,93162,0.537
Cato Institute,2000s,rightly,4,93162,0.429
Cato Institute,2000s,flex-,1,93162,0.107
Cato Institute,2000s,ibility,1,93162,0.107
Cato Institute,2000s,statements,2,93162,0.215
Cato Institute,2000s,inspiring,1,93162,0.107
Cato Institute,2000s,relearn,1,93162,0.107
Cato Institute,2000s,stake,3,93162,0.322
Cato Institute,2000s,paul,27,93162,2.898
Cato Institute,2000s,johnson,3,93162,0.322
Cato Institute,2000s,collins,1,93162,0.107
Cato Institute,2000s,publishers,3,93162,0.322
Cato Institute,2000s,currents,1,93162,0.107
Cato Institute,2000s,bernard,1,93162,0.107
Cato Institute,2000s,bailyn,1,93162,0.107
Cato Institute,2000s,origins,3,93162,0.322
Cato Institute,2000s,bridge,2,93162,0.215
Cato Institute,2000s,belknap,1,93162,0.107
Cato Institute,2000s,carl,2,93162,0.215
Cato Institute,2000s,repr,3,93162,0.322
Cato Institute,2000s,morton,1,93162,0.107
Cato Institute,2000s,foundations,8,93162,0.859
Cato Institute,2000s,state-of-nature,1,93162,0.107
Cato Institute,2000s,prima-,1,93162,0.107
Cato Institute,2000s,treatise,4,93162,0.429
Cato Institute,2000s,laslett,1,93162,0.107
Cato Institute,2000s,treatises,1,93162,0.107
Cato Institute,2000s,mentor,1,93162,0.107
Cato Institute,2000s,nozick,3,93162,0.322
Cato Institute,2000s,utopia,2,93162,0.215
Cato Institute,2000s,books,36,93162,3.864
Cato Institute,2000s,gewirth,1,93162,0.107
Cato Institute,2000s,univ-,1,93162,0.107
Cato Institute,2000s,ersity,1,93162,0.107
Cato Institute,2000s,unpublished,1,93162,0.107
Cato Institute,2000s,ph,2,93162,0.215
Cato Institute,2000s,sertation,1,93162,0.107
Cato Institute,2000s,cambridge,4,93162,0.429
Cato Institute,2000s,harvard,11,93162,1.181
Cato Institute,2000s,maurice,2,93162,0.215
Cato Institute,2000s,cranston,2,93162,0.215
Cato Institute,2000s,raphael,1,93162,0.107
Cato Institute,2000s,bloomington,1,93162,0.107
Cato Institute,2000s,indiana,1,93162,0.107
Cato Institute,2000s,consistently,8,93162,0.859
Cato Institute,2000s,georgia,2,93162,0.215
Cato Institute,2000s,handbook,6,93162,0.644
Cato Institute,2000s,restoring,8,93162,0.859
Cato Institute,2000s,discussion,16,93162,1.717
Cato Institute,2000s,criticized,6,93162,0.644
Cato Institute,2000s,methods,10,93162,1.073
Cato Institute,2000s,justifi-,2,93162,0.215
Cato Institute,2000s,cation,3,93162,0.322
Cato Institute,2000s,wesley,1,93162,0.107
Cato Institute,2000s,newcomb,1,93162,0.107
Cato Institute,2000s,hohfeld,1,93162,0.107
Cato Institute,2000s,conceptions,3,93162,0.322
Cato Institute,2000s,walter,9,93162,0.966
Cato Institute,2000s,wheeler,1,93162,0.107
Cato Institute,2000s,cook,2,93162,0.215
Cato Institute,2000s,haven,5,93162,0.537
Cato Institute,2000s,yale,5,93162,0.537
Cato Institute,2000s,hart,3,93162,0.322
Cato Institute,2000s,corwin,1,93162,0.107
Cato Institute,2000s,constit-,1,93162,0.107
Cato Institute,2000s,utional,1,93162,0.107
Cato Institute,2000s,ithaca,1,93162,0.107
Cato Institute,2000s,cornell,2,93162,0.215
Cato Institute,2000s,vary,4,93162,0.429
Cato Institute,2000s,analytical,7,93162,0.751
Cato Institute,2000s,false,13,93162,1.395
Cato Institute,2000s,immune,1,93162,0.107
Cato Institute,2000s,chal-,3,93162,0.322
Cato Institute,2000s,lenge,2,93162,0.215
Cato Institute,2000s,flag-burning,1,93162,0.107
Cato Institute,2000s,discrimination,5,93162,0.537
Cato Institute,2000s,untitled,1,93162,0.107
Cato Institute,2000s,pluribus,1,93162,0.107
Cato Institute,2000s,unum,1,93162,0.107
Cato Institute,2000s,symposium,5,93162,0.537
Cato Institute,2000s,pluralism,1,93162,0.107
Cato Institute,2000s,jewish,1,93162,0.107
Cato Institute,2000s,gazette,1,93162,0.107
Cato Institute,2000s,philadelphia,3,93162,0.322
Cato Institute,2000s,lippincott,1,93162,0.107
Cato Institute,2000s,co,4,93162,0.429
Cato Institute,2000s,forfeit,1,93162,0.107
Cato Institute,2000s,murderer,1,93162,0.107
Cato Institute,2000s,forfeited,1,93162,0.107
Cato Institute,2000s,likewise,7,93162,0.751
Cato Institute,2000s,conflated,1,93162,0.107
Cato Institute,2000s,partic-,5,93162,0.537
Cato Institute,2000s,vagaries,1,93162,0.107
Cato Institute,2000s,ratcliffe,1,93162,0.107
Cato Institute,2000s,samaritan,1,93162,0.107
Cato Institute,2000s,garden,4,93162,0.429
Cato Institute,2000s,doubleday,2,93162,0.215
Cato Institute,2000s,area,9,93162,0.966
Cato Institute,2000s,fore,2,93162,0.215
Cato Institute,2000s,areas,21,93162,2.254
Cato Institute,2000s,nuisance,2,93162,0.215
Cato Institute,2000s,reme-,1,93162,0.107
Cato Institute,2000s,endanger,2,93162,0.215
Cato Institute,2000s,noise,1,93162,0.107
Cato Institute,2000s,odors,1,93162,0.107
Cato Institute,2000s,remedy,4,93162,0.429
Cato Institute,2000s,wrongs,1,93162,0.107
Cato Institute,2000s,surrounds,1,93162,0.107
Cato Institute,2000s,wolff,1,93162,0.107
Cato Institute,2000s,anarchism,1,93162,0.107
Cato Institute,2000s,row,1,93162,0.107
Cato Institute,2000s,frank,14,93162,1.503
Cato Institute,2000s,wilstach,1,93162,0.107
Cato Institute,2000s,dictionary,1,93162,0.107
Cato Institute,2000s,similes,1,93162,0.107
Cato Institute,2000s,edition,11,93162,1.181
Cato Institute,2000s,accident,1,93162,0.107
Cato Institute,2000s,fourth,21,93162,2.254
Cato Institute,2000s,amend-,2,93162,0.215
Cato Institute,2000s,unreasonable,2,93162,0.215
Cato Institute,2000s,searches,3,93162,0.322
Cato Institute,2000s,seizures,2,93162,0.215
Cato Institute,2000s,probable,3,93162,0.322
Cato Institute,2000s,war-,2,93162,0.215
Cato Institute,2000s,rants,1,93162,0.107
Cato Institute,2000s,eighth,3,93162,0.322
Cato Institute,2000s,excessive,9,93162,0.966
Cato Institute,2000s,bail,6,93162,0.644
Cato Institute,2000s,unusual,2,93162,0.215
Cato Institute,2000s,punishment,2,93162,0.215
Cato Institute,2000s,imprudent,1,93162,0.107
Cato Institute,2000s,provisions,3,93162,0.322
Cato Institute,2000s,pre-,21,93162,2.254
Cato Institute,2000s,sumably,1,93162,0.107
Cato Institute,2000s,ongoing,9,93162,0.966
Cato Institute,2000s,justifies,3,93162,0.322
Cato Institute,2000s,extensive,6,93162,0.644
Cato Institute,2000s,noteworthy,1,93162,0.107
Cato Institute,2000s,vii,1,93162,0.107
Cato Institute,2000s,reflects,12,93162,1.288
Cato Institute,2000s,conventions,3,93162,0.322
Cato Institute,2000s,establishment,4,93162,0.429
Cato Institute,2000s,ratifying,1,93162,0.107
Cato Institute,2000s,coming,14,93162,1.503
Cato Institute,2000s,directly,30,93162,3.22
Cato Institute,2000s,recovering,1,93162,0.107
Cato Institute,2000s,notre,1,93162,0.107
Cato Institute,2000s,dame,1,93162,0.107
Cato Institute,2000s,annals,3,93162,0.322
Cato Institute,2000s,weaver,5,93162,0.537
Cato Institute,2000s,anarchical,1,93162,0.107
Cato Institute,2000s,falla-,1,93162,0.107
Cato Institute,2000s,doyne,1,93162,0.107
Cato Institute,2000s,compute,1,93162,0.107
Cato Institute,2000s,utilitar-,1,93162,0.107
Cato Institute,2000s,calculus,2,93162,0.215
Cato Institute,2000s,henry,10,93162,1.073
Cato Institute,2000s,sidgwick,1,93162,0.107
Cato Institute,2000s,dover,1,93162,0.107
Cato Institute,2000s,donagan,1,93162,0.107
Cato Institute,2000s,eclipse,1,93162,0.107
Cato Institute,2000s,merlo,1,93162,0.107
Cato Institute,2000s,pusey,1,93162,0.107
Cato Institute,2000s,dacapo,1,93162,0.107
Cato Institute,2000s,resolutions,1,93162,0.107
Cato Institute,2000s,gaillard,1,93162,0.107
Cato Institute,2000s,hunt,1,93162,0.107
Cato Institute,2000s,albert,1,93162,0.107
Cato Institute,2000s,gallatin,1,93162,0.107
Cato Institute,2000s,leicester,1,93162,0.107
Cato Institute,2000s,ford,5,93162,0.537
Cato Institute,2000s,south,22,93162,2.361
Cato Institute,2000s,carolina,4,93162,0.429
Cato Institute,2000s,drayton,1,93162,0.107
Cato Institute,2000s,advance-,1,93162,0.107
Cato Institute,2000s,carrying,2,93162,0.215
Cato Institute,2000s,execution,1,93162,0.107
Cato Institute,2000s,effected,1,93162,0.107
Cato Institute,2000s,debates,6,93162,0.644
Cato Institute,2000s,butler,3,93162,0.322
Cato Institute,2000s,gibbons,1,93162,0.107
Cato Institute,2000s,ogden,1,93162,0.107
Cato Institute,2000s,furtherance,1,93162,0.107
Cato Institute,2000s,folly,3,93162,0.322
Cato Institute,2000s,illegitimacy,1,93162,0.107
Cato Institute,2000s,nlrb,1,93162,0.107
Cato Institute,2000s,jones,2,93162,0.215
Cato Institute,2000s,laughlin,1,93162,0.107
Cato Institute,2000s,corp,3,93162,0.322
Cato Institute,2000s,bla-,1,93162,0.107
Cato Institute,2000s,special-interest,2,93162,0.215
Cato Institute,2000s,instigated,1,93162,0.107
Cato Institute,2000s,milk,3,93162,0.322
Cato Institute,2000s,geoffrey,2,93162,0.215
Cato Institute,2000s,char-,2,93162,0.215
Cato Institute,2000s,owen,1,93162,0.107
Cato Institute,2000s,fiss,1,93162,0.107
Cato Institute,2000s,forward,6,93162,0.644
Cato Institute,2000s,evolved,3,93162,0.322
Cato Institute,2000s,turner,4,93162,0.429
Cato Institute,2000s,broadcasting,2,93162,0.215
Cato Institute,2000s,must-carry,1,93162,0.107
Cato Institute,2000s,cable,2,93162,0.215
Cato Institute,2000s,basics,2,93162,0.215
Cato Institute,2000s,hastings,1,93162,0.107
Cato Institute,2000s,entertainment,2,93162,0.215
Cato Institute,2000s,attitude,2,93162,0.215
Cato Institute,2000s,doubts,1,93162,0.107
Cato Institute,2000s,constitutionality,1,93162,0.107
Cato Institute,2000s,block,7,93162,0.751
Cato Institute,2000s,rosenman,1,93162,0.107
Cato Institute,2000s,tributed,2,93162,0.215
Cato Institute,2000s,nation-,5,93162,0.537
Cato Institute,2000s,alizing,1,93162,0.107
Cato Institute,2000s,icy,8,93162,0.859
Cato Institute,2000s,premature,2,93162,0.215
Cato Institute,2000s,uncertain,1,93162,0.107
Cato Institute,2000s,warming,9,93162,0.966
Cato Institute,2000s,noninter-,1,93162,0.107
Cato Institute,2000s,ventionist,1,93162,0.107
Cato Institute,2000s,af-,3,93162,0.322
Cato Institute,2000s,fairs,1,93162,0.107
Cato Institute,2000s,admonitions,1,93162,0.107
Cato Institute,2000s,entangling,3,93162,0.322
Cato Institute,2000s,al-,2,93162,0.215
Cato Institute,2000s,liances,1,93162,0.107
Cato Institute,2000s,weathered,1,93162,0.107
Cato Institute,2000s,test,3,93162,0.322
Cato Institute,2000s,policeman,1,93162,0.107
Cato Institute,2000s,evident,7,93162,0.751
Cato Institute,2000s,undertakes,2,93162,0.215
Cato Institute,2000s,al-qaeda,2,93162,0.215
Cato Institute,2000s,pride,2,93162,0.215
Cato Institute,2000s,clusters,2,93162,0.215
Cato Institute,2000s,tal-,1,93162,0.107
Cato Institute,2000s,ented,1,93162,0.107
Cato Institute,2000s,fields,5,93162,0.537
Cato Institute,2000s,stud-,3,93162,0.322
Cato Institute,2000s,ies,4,93162,0.429
Cato Institute,2000s,protects,5,93162,0.537
Cato Institute,2000s,spected,1,93162,0.107
Cato Institute,2000s,promoters,1,93162,0.107
Cato Institute,2000s,newest,6,93162,0.644
Cato Institute,2000s,represen-,2,93162,0.215
Cato Institute,2000s,tative,1,93162,0.107
Cato Institute,2000s,continues,19,93162,2.039
Cato Institute,2000s,nonpartisan,2,93162,0.215
Cato Institute,2000s,productive,5,93162,0.537
Cato Institute,2000s,measured,11,93162,1.181
Cato Institute,2000s,quality,48,93162,5.152
Cato Institute,2000s,fueled,2,93162,0.215
Cato Institute,2000s,funding,9,93162,0.966
Cato Institute,2000s,grateful,3,93162,0.322
Cato Institute,2000s,privilege,2,93162,0.215
Cato Institute,2000s,dedicated,7,93162,0.751
Cato Institute,2000s,colleagues,4,93162,0.429
Cato Institute,2000s,appreciation,3,93162,0.322
Cato Institute,2000s,generosity,1,93162,0.107
Cato Institute,2000s,encouragement,1,93162,0.107
Cato Institute,2000s,quarter,2,93162,0.215
Cato Institute,2000s,anniversary,9,93162,0.966
Cato Institute,2000s,dedi-,1,93162,0.107
Cato Institute,2000s,confi-,1,93162,0.107
Cato Institute,2000s,confronting,4,93162,0.429
Cato Institute,2000s,midable,1,93162,0.107
Cato Institute,2000s,twenty-five,1,93162,0.107
Cato Institute,2000s,formidable,2,93162,0.215
Cato Institute,2000s,quence,2,93162,0.215
Cato Institute,2000s,dedication,1,93162,0.107
Cato Institute,2000s,prepara-,2,93162,0.215
Cato Institute,2000s,patience,1,93162,0.107
Cato Institute,2000s,anniver-,1,93162,0.107
Cato Institute,2000s,sary,3,93162,0.322
Cato Institute,2000s,devote,2,93162,0.215
Cato Institute,2000s,notable,5,93162,0.537
Cato Institute,2000s,accomplishments,1,93162,0.107
Cato Institute,2000s,gained,9,93162,0.966
Cato Institute,2000s,worthwhile,2,93162,0.215
Cato Institute,2000s,stitute,5,93162,0.537
Cato Institute,2000s,respected,2,93162,0.215
Cato Institute,2000s,pres-,5,93162,0.537
Cato Institute,2000s,ence,11,93162,1.181
Cato Institute,2000s,classical-liberal,5,93162,0.537
Cato Institute,2000s,ener-,1,93162,0.107
Cato Institute,2000s,gized,1,93162,0.107
Cato Institute,2000s,gleaming,1,93162,0.107
Cato Institute,2000s,glass,2,93162,0.215
Cato Institute,2000s,headquarters,4,93162,0.429
Cato Institute,2000s,seriously,6,93162,0.644
Cato Institute,2000s,warning,5,93162,0.537
Cato Institute,2000s,yield,2,93162,0.215
Cato Institute,2000s,vigilance,2,93162,0.215
Cato Institute,2000s,achievements,2,93162,0.215
Cato Institute,2000s,sonally,2,93162,0.215
Cato Institute,2000s,owned,3,93162,0.322
Cato Institute,2000s,satisfaction,6,93162,0.644
Cato Institute,2000s,pioneered,1,93162,0.107
Cato Institute,2000s,pointing,2,93162,0.215
Cato Institute,2000s,privatization,35,93162,3.757
Cato Institute,2000s,expenditures,7,93162,0.751
Cato Institute,2000s,restoration,1,93162,0.107
Cato Institute,2000s,proud,2,93162,0.215
Cato Institute,2000s,confer-,12,93162,1.288
Cato Institute,2000s,so-,5,93162,0.537
Cato Institute,2000s,viet,1,93162,0.107
Cato Institute,2000s,organiza-,5,93162,0.537
Cato Institute,2000s,attended,6,93162,0.644
Cato Institute,2000s,chinese,11,93162,1.181
Cato Institute,2000s,gratifying,1,93162,0.107
Cato Institute,2000s,distribution,28,93162,3.006
Cato Institute,2000s,publi-,1,93162,0.107
Cato Institute,2000s,cations,4,93162,0.429
Cato Institute,2000s,polish,4,93162,0.429
Cato Institute,2000s,defensive,1,93162,0.107
Cato Institute,2000s,propos-,1,93162,0.107
Cato Institute,2000s,als,1,93162,0.107
Cato Institute,2000s,pr,1,93162,0.107
Cato Institute,2000s,esident,1,93162,0.107
Cato Institute,2000s,cha,1,93162,0.107
Cato Institute,2000s,ir,1,93162,0.107
Cato Institute,2000s,founded,4,93162,0.429
Cato Institute,2000s,koch,5,93162,0.537
Cato Institute,2000s,inquiry,5,93162,0.537
Cato Institute,2000s,nat,5,93162,0.537
Cato Institute,2000s,hentoff,5,93162,0.537
Cato Institute,2000s,karl,5,93162,0.537
Cato Institute,2000s,hess,2,93162,0.215
Cato Institute,2000s,penny,6,93162,0.644
Cato Institute,2000s,lernoux,2,93162,0.215
Cato Institute,2000s,highest,12,93162,1.288
Cato Institute,2000s,lord,1,93162,0.107
Cato Institute,2000s,acton,1,93162,0.107
Cato Institute,2000s,gorbachev,1,93162,0.107
Cato Institute,2000s,tear,2,93162,0.215
Cato Institute,2000s,signals,1,93162,0.107
Cato Institute,2000s,getty,1,93162,0.107
Cato Institute,2000s,images,2,93162,0.215
Cato Institute,2000s,district,3,93162,0.322
Cato Institute,2000s,abundance,2,93162,0.215
Cato Institute,2000s,sacri,1,93162,0.107
Cato Institute,2000s,ces,3,93162,0.322
Cato Institute,2000s,genius,1,93162,0.107
Cato Institute,2000s,ayn,2,93162,0.215
Cato Institute,2000s,ap,6,93162,0.644
Cato Institute,2000s,wide,26,93162,2.791
Cato Institute,2000s,photos,8,93162,0.859
Cato Institute,2000s,receives,6,93162,0.644
Cato Institute,2000s,prize,5,93162,0.537
Cato Institute,2000s,king,2,93162,0.215
Cato Institute,2000s,peace,14,93162,1.503
Cato Institute,2000s,taxes,45,93162,4.83
Cato Institute,2000s,tolerable,1,93162,0.107
Cato Institute,2000s,reviving,2,93162,0.215
Cato Institute,2000s,industrialist,1,93162,0.107
Cato Institute,2000s,doors,3,93162,0.322
Cato Institute,2000s,murray,7,93162,0.751
Cato Institute,2000s,rothbard,3,93162,0.322
Cato Institute,2000s,businessman,2,93162,0.215
Cato Institute,2000s,sam,3,93162,0.322
Cato Institute,2000s,husbands,2,93162,0.215
Cato Institute,2000s,gov,36,93162,3.864
Cato Institute,2000s,padden,3,93162,0.322
Cato Institute,2000s,gram,2,93162,0.215
Cato Institute,2000s,semi-,2,93162,0.215
Cato Institute,2000s,nars,1,93162,0.107
Cato Institute,2000s,lectures,7,93162,0.751
Cato Institute,2000s,bi-,1,93162,0.107
Cato Institute,2000s,edited,19,93162,2.039
Cato Institute,2000s,evers,1,93162,0.107
Cato Institute,2000s,garvin,2,93162,0.215
Cato Institute,2000s,doug,7,93162,0.751
Cato Institute,2000s,bandow,8,93162,0.859
Cato Institute,2000s,writers,4,93162,0.429
Cato Institute,2000s,szasz,2,93162,0.215
Cato Institute,2000s,anthony,8,93162,0.859
Cato Institute,2000s,lukas,1,93162,0.107
Cato Institute,2000s,jack,3,93162,0.322
Cato Institute,2000s,shafer,1,93162,0.107
Cato Institute,2000s,nikolai,1,93162,0.107
Cato Institute,2000s,tolstoy,1,93162,0.107
Cato Institute,2000s,wheatcroft,1,93162,0.107
Cato Institute,2000s,jonathan,7,93162,0.751
Cato Institute,2000s,kwitny,1,93162,0.107
Cato Institute,2000s,disch,1,93162,0.107
Cato Institute,2000s,sul-,1,93162,0.107
Cato Institute,2000s,livan,1,93162,0.107
Cato Institute,2000s,burgess,1,93162,0.107
Cato Institute,2000s,martin,7,93162,0.751
Cato Institute,2000s,gardner,1,93162,0.107
Cato Institute,2000s,styron,1,93162,0.107
Cato Institute,2000s,shawcross,1,93162,0.107
Cato Institute,2000s,marina,1,93162,0.107
Cato Institute,2000s,warner,2,93162,0.215
Cato Institute,2000s,auberon,1,93162,0.107
Cato Institute,2000s,waugh,1,93162,0.107
Cato Institute,2000s,wal-,2,93162,0.215
Cato Institute,2000s,karp,1,93162,0.107
Cato Institute,2000s,osborne,1,93162,0.107
Cato Institute,2000s,christie,3,93162,0.322
Cato Institute,2000s,hefner,2,93162,0.215
Cato Institute,2000s,eugene,2,93162,0.215
Cato Institute,2000s,mc-,1,93162,0.107
Cato Institute,2000s,carthy,1,93162,0.107
Cato Institute,2000s,ivan,3,93162,0.322
Cato Institute,2000s,illich,1,93162,0.107
Cato Institute,2000s,hinckle,1,93162,0.107
Cato Institute,2000s,leys,1,93162,0.107
Cato Institute,2000s,quiry,1,93162,0.107
Cato Institute,2000s,unconventional,1,93162,0.107
Cato Institute,2000s,provocative,3,93162,0.322
Cato Institute,2000s,lively,4,93162,0.429
Cato Institute,2000s,defy,1,93162,0.107
Cato Institute,2000s,left-right,1,93162,0.107
Cato Institute,2000s,analy-,2,93162,0.215
Cato Institute,2000s,sis,1,93162,0.107
Cato Institute,2000s,editors,2,93162,0.215
Cato Institute,2000s,chuckled,1,93162,0.107
Cato Institute,2000s,right-wing,1,93162,0.107
Cato Institute,2000s,rags,1,93162,0.107
Cato Institute,2000s,lefty,1,93162,0.107
Cato Institute,2000s,safire,1,93162,0.107
Cato Institute,2000s,catalog,5,93162,0.537
Cato Institute,2000s,jay,4,93162,0.429
Cato Institute,2000s,kinney,1,93162,0.107
Cato Institute,2000s,interesting,4,93162,0.429
Cato Institute,2000s,polit-,3,93162,0.322
Cato Institute,2000s,ical,8,93162,0.859
Cato Institute,2000s,literature,7,93162,0.751
Cato Institute,2000s,quar-,1,93162,0.107
Cato Institute,2000s,terly,1,93162,0.107
Cato Institute,2000s,leonard,4,93162,0.429
Cato Institute,2000s,liggio,3,93162,0.322
Cato Institute,2000s,bibliographical,1,93162,0.107
Cato Institute,2000s,nis-,1,93162,0.107
Cato Institute,2000s,bet,1,93162,0.107
Cato Institute,2000s,lukacs,1,93162,0.107
Cato Institute,2000s,foner,1,93162,0.107
Cato Institute,2000s,forrest,1,93162,0.107
Cato Institute,2000s,mcdon-,1,93162,0.107
Cato Institute,2000s,ald,1,93162,0.107
Cato Institute,2000s,isaac,1,93162,0.107
Cato Institute,2000s,kramnick,1,93162,0.107
Cato Institute,2000s,hospers,1,93162,0.107
Cato Institute,2000s,veatch,1,93162,0.107
Cato Institute,2000s,karen,5,93162,0.537
Cato Institute,2000s,vaughn,1,93162,0.107
Cato Institute,2000s,scholarly,4,93162,0.429
Cato Institute,2000s,launches,1,93162,0.107
Cato Institute,2000s,byline,2,93162,0.215
