source,decade,term,count,tokens,per10k
Cato Institute,2000s,neglect,2,146048,0.137
Cato Institute,2000s,revive,4,146048,0.274
Cato Institute,2000s,protection,22,146048,1.506
Cato Institute,2000s,epstein,15,146048,1.027
Cato Institute,2000s,throes,1,146048,0.068
Cato Institute,2000s,democracy,44,146048,3.013
Cato Institute,2000s,venezuelan,3,146048,0.205
Cato Institute,2000s,reclaiming,3,146048,0.205
Cato Institute,2000s,conservatism,7,146048,0.479
Cato Institute,2000s,lost,15,146048,1.027
Cato Institute,2000s,gusher,1,146048,0.068
Cato Institute,2000s,delusions,2,146048,0.137
Cato Institute,2000s,energy,15,146048,1.027
Cato Institute,2000s,independence,17,146048,1.164
Cato Institute,2000s,hayekian,3,146048,0.205
Cato Institute,2000s,election,11,146048,0.753
Cato Institute,2000s,repression,1,146048,0.068
Cato Institute,2000s,mugabe,3,146048,0.205
Cato Institute,2000s,events,17,146048,1.164
Cato Institute,2000s,bimonthly,2,146048,0.137
Cato Institute,2000s,memo,1,146048,0.068
Cato Institute,2000s,sponsors,7,146048,0.479
Cato Institute,2000s,audio,5,146048,0.342
Cato Institute,2000s,website,8,146048,0.548
Cato Institute,2000s,visit,6,146048,0.411
Cato Institute,2000s,tab,1,146048,0.068
Cato Institute,2000s,summer,18,146048,1.232
Cato Institute,2000s,seminar,7,146048,0.479
Cato Institute,2000s,diego,2,146048,0.137
Cato Institute,2000s,rancho,1,146048,0.068
Cato Institute,2000s,bernardo,1,146048,0.068
Cato Institute,2000s,inn,1,146048,0.068
Cato Institute,2000s,july,39,146048,2.67
Cato Institute,2000s,day,35,146048,2.396
Cato Institute,2000s,club,10,146048,0.685
Cato Institute,2000s,retreat,2,146048,0.137
Cato Institute,2000s,kiawah,2,146048,0.137
Cato Institute,2000s,sanctuary,1,146048,0.068
Cato Institute,2000s,lessons,21,146048,1.438
Cato Institute,2000s,perspectives,9,146048,0.616
Cato Institute,2000s,waldorf,1,146048,0.068
Cato Institute,2000s,astoria,1,146048,0.068
Cato Institute,2000s,riviera,1,146048,0.068
Cato Institute,2000s,maya,1,146048,0.068
Cato Institute,2000s,mexico,19,146048,1.301
Cato Institute,2000s,fairmont,1,146048,0.068
Cato Institute,2000s,mayakoba,1,146048,0.068
Cato Institute,2000s,neal,9,146048,0.616
Cato Institute,2000s,mccluskey,9,146048,0.616
Cato Institute,2000s,education,54,146048,3.697
Cato Institute,2000s,nowhere,5,146048,0.342
Cato Institute,2000s,enumerated,18,146048,1.232
Cato Institute,2000s,powers,63,146048,4.314
Cato Institute,2000s,listed,7,146048,0.479
Cato Institute,2000s,counterterrorism,7,146048,0.479
Cato Institute,2000s,paid,16,146048,1.096
Cato Institute,2000s,heed,2,146048,0.137
Cato Institute,2000s,home,48,146048,3.287
Cato Institute,2000s,beneficent,5,146048,0.342
Cato Institute,2000s,abroad,10,146048,0.685
Cato Institute,2000s,nation-states,3,146048,0.205
Cato Institute,2000s,self-interested,2,146048,0.137
Cato Institute,2000s,collec-,2,146048,0.137
Cato Institute,2000s,looks,6,146048,0.411
Cato Institute,2000s,effec-,4,146048,0.274
Cato Institute,2000s,generator,3,146048,0.205
Cato Institute,2000s,nonmilitary,1,146048,0.068
Cato Institute,2000s,sectors,2,146048,0.137
Cato Institute,2000s,pace,1,146048,0.068
Cato Institute,2000s,ii,9,146048,0.616
Cato Institute,2000s,creates,8,146048,0.548
Cato Institute,2000s,fect,2,146048,0.137
Cato Institute,2000s,collectivist,1,146048,0.068
Cato Institute,2000s,mentality,2,146048,0.137
Cato Institute,2000s,ready-made,1,146048,0.068
Cato Institute,2000s,occasions,2,146048,0.137
Cato Institute,2000s,argu-,5,146048,0.342
Cato Institute,2000s,expanding,11,146048,0.753
Cato Institute,2000s,arena,1,146048,0.068
Cato Institute,2000s,impor-,7,146048,0.479
Cato Institute,2000s,tant,5,146048,0.342
Cato Institute,2000s,note,19,146048,1.301
Cato Institute,2000s,first-order,4,146048,0.274
Cato Institute,2000s,concern,14,146048,0.959
Cato Institute,2000s,ultimately,12,146048,0.822
Cato Institute,2000s,contin-,4,146048,0.274
Cato Institute,2000s,gent,1,146048,0.068
Cato Institute,2000s,defend,9,146048,0.616
Cato Institute,2000s,based,29,146048,1.986
Cato Institute,2000s,threatening,6,146048,0.411
Cato Institute,2000s,inter-,9,146048,0.616
Cato Institute,2000s,scarce,4,146048,0.274
Cato Institute,2000s,leery,1,146048,0.068
Cato Institute,2000s,throws,1,146048,0.068
Cato Institute,2000s,concentration,2,146048,0.137
Cato Institute,2000s,mili-,4,146048,0.274
Cato Institute,2000s,tary,8,146048,0.548
Cato Institute,2000s,actor,1,146048,0.068
Cato Institute,2000s,cause,19,146048,1.301
Cato Institute,2000s,fear,19,146048,1.301
Cato Institute,2000s,particu-,2,146048,0.137
Cato Institute,2000s,larly,2,146048,0.137
Cato Institute,2000s,appears,10,146048,0.685
Cato Institute,2000s,over-,6,146048,0.411
Cato Institute,2000s,turning,3,146048,0.205
Cato Institute,2000s,balance,11,146048,0.753
Cato Institute,2000s,desire,6,146048,0.411
Cato Institute,2000s,advance,16,146048,1.096
Cato Institute,2000s,safe,4,146048,0.274
Cato Institute,2000s,meas-,4,146048,0.274
Cato Institute,2000s,ures,2,146048,0.137
Cato Institute,2000s,salutary,1,146048,0.068
Cato Institute,2000s,maintained,8,146048,0.548
Cato Institute,2000s,recent,51,146048,3.492
Cato Institute,2000s,upset,1,146048,0.068
Cato Institute,2000s,assess,2,146048,0.137
Cato Institute,2000s,threats,18,146048,1.232
Cato Institute,2000s,capabilities,6,146048,0.411
Cato Institute,2000s,intentions,3,146048,0.205
Cato Institute,2000s,alarm,2,146048,0.137
Cato Institute,2000s,spends,11,146048,0.753
Cato Institute,2000s,roughly,12,146048,0.822
Cato Institute,2000s,military,12,146048,0.822
Cato Institute,2000s,combined,7,146048,0.479
Cato Institute,2000s,leaders,15,146048,1.027
Cato Institute,2000s,parties,7,146048,0.479
Cato Institute,2000s,bigger,3,146048,0.205
Cato Institute,2000s,addition,21,146048,1.438
Cato Institute,2000s,attack,16,146048,1.096
Cato Institute,2000s,begun,6,146048,0.411
Cato Institute,2000s,open-,2,146048,0.137
Cato Institute,2000s,unraveling,2,146048,0.137
Cato Institute,2000s,condoleezza,1,146048,0.068
Cato Institute,2000s,rice,1,146048,0.068
Cato Institute,2000s,rev-,4,146048,0.274
Cato Institute,2000s,olutionary,1,146048,0.068
Cato Institute,2000s,surprised,3,146048,0.205
Cato Institute,2000s,encounter,1,146048,0.068
Cato Institute,2000s,dis-,23,146048,1.575
Cato Institute,2000s,trust,28,146048,1.917
Cato Institute,2000s,berlin,3,146048,0.205
Cato Institute,2000s,beijing,4,146048,0.274
Cato Institute,2000s,sits,3,146048,0.205
Cato Institute,2000s,unchallenged,2,146048,0.137
Cato Institute,2000s,atop,1,146048,0.068
Cato Institute,2000s,unparalleled,1,146048,0.068
Cato Institute,2000s,competitor,2,146048,0.137
Cato Institute,2000s,several,25,146048,1.712
Cato Institute,2000s,hugely,1,146048,0.068
Cato Institute,2000s,beneficial,8,146048,0.548
Cato Institute,2000s,imperfect,3,146048,0.205
Cato Institute,2000s,working,31,146048,2.123
Cato Institute,2000s,overturn,1,146048,0.068
Cato Institute,2000s,interna-,9,146048,0.616
Cato Institute,2000s,tional,20,146048,1.369
Cato Institute,2000s,observers,3,146048,0.205
Cato Institute,2000s,seem,16,146048,1.096
Cato Institute,2000s,concluded,10,146048,0.685
Cato Institute,2000s,terrorism,18,146048,1.232
Cato Institute,2000s,embark,1,146048,0.068
Cato Institute,2000s,radical,11,146048,0.753
Cato Institute,2000s,engineering,4,146048,0.274
Cato Institute,2000s,projects,3,146048,0.205
Cato Institute,2000s,combat,1,146048,0.068
Cato Institute,2000s,didn,9,146048,0.616
Cato Institute,2000s,position,18,146048,1.232
Cato Institute,2000s,thinkers,12,146048,0.822
Cato Institute,2000s,embraced,6,146048,0.411
Cato Institute,2000s,aggressively,1,146048,0.068
Cato Institute,2000s,interventionist,2,146048,0.137
Cato Institute,2000s,qaeda,10,146048,0.685
Cato Institute,2000s,broadened,1,146048,0.068
Cato Institute,2000s,nation-state,4,146048,0.274
Cato Institute,2000s,bush,22,146048,1.506
Cato Institute,2000s,effective,30,146048,2.054
Cato Institute,2000s,fighting,6,146048,0.411
Cato Institute,2000s,terror-,3,146048,0.205
Cato Institute,2000s,ism,10,146048,0.685
Cato Institute,2000s,middle,11,146048,0.753
Cato Institute,2000s,east,12,146048,0.822
Cato Institute,2000s,questioned,2,146048,0.137
Cato Institute,2000s,moves,6,146048,0.411
Cato Institute,2000s,prominent,7,146048,0.479
Cato Institute,2000s,ideas,42,146048,2.876
Cato Institute,2000s,nonresident,1,146048,0.068
Cato Institute,2000s,georgetown,3,146048,0.205
Cato Institute,2000s,op-ed,4,146048,0.274
Cato Institute,2000s,wall,23,146048,1.575
Cato Institute,2000s,street,25,146048,1.712
Cato Institute,2000s,criticizing,5,146048,0.342
Cato Institute,2000s,noninterventionist,2,146048,0.137
Cato Institute,2000s,liber-,9,146048,0.616
Cato Institute,2000s,tarians,2,146048,0.137
Cato Institute,2000s,failing,3,146048,0.205
Cato Institute,2000s,principles,32,146048,2.191
Cato Institute,2000s,constitutes,4,146048,0.274
Cato Institute,2000s,appropriate,12,146048,0.822
Cato Institute,2000s,self-defense,3,146048,0.205
Cato Institute,2000s,appro-,2,146048,0.137
Cato Institute,2000s,priate,1,146048,0.068
Cato Institute,2000s,fomenting,1,146048,0.068
Cato Institute,2000s,endorsed,1,146048,0.068
Cato Institute,2000s,extremis,1,146048,0.068
Cato Institute,2000s,never,27,146048,1.849
Cato Institute,2000s,either,33,146048,2.26
Cato Institute,2000s,plotting,1,146048,0.068
Cato Institute,2000s,iraqi,1,146048,0.068
Cato Institute,2000s,govern-,59,146048,4.04
Cato Institute,2000s,attack-,1,146048,0.068
Cato Institute,2000s,devoted,8,146048,0.548
Cato Institute,2000s,resources,72,146048,4.93
Cato Institute,2000s,wrong,29,146048,1.986
Cato Institute,2000s,target,10,146048,0.685
Cato Institute,2000s,newly,9,146048,0.616
Cato Institute,2000s,nonstate,2,146048,0.137
Cato Institute,2000s,terrorist,7,146048,0.479
Cato Institute,2000s,groups,35,146048,2.396
Cato Institute,2000s,frequently,4,146048,0.274
Cato Institute,2000s,can-,4,146048,0.274
Cato Institute,2000s,deterred,1,146048,0.068
Cato Institute,2000s,lump,1,146048,0.068
Cato Institute,2000s,unchanged,3,146048,0.205
Cato Institute,2000s,confuse,1,146048,0.068
Cato Institute,2000s,types,9,146048,0.616
Cato Institute,2000s,himself,9,146048,0.616
Cato Institute,2000s,ceptions,2,146048,0.137
Cato Institute,2000s,self,3,146048,0.205
Cato Institute,2000s,immi-,1,146048,0.068
Cato Institute,2000s,nent,3,146048,0.205
Cato Institute,2000s,limitation,3,146048,0.205
Cato Institute,2000s,deemed,8,146048,0.548
Cato Institute,2000s,well-founded,2,146048,0.137
Cato Institute,2000s,knowledge,11,146048,0.753
Cato Institute,2000s,confronted,1,146048,0.068
Cato Institute,2000s,permit,4,146048,0.274
Cato Institute,2000s,actions,15,146048,1.027
Cato Institute,2000s,becoming,7,146048,0.479
Cato Institute,2000s,imminent,2,146048,0.137
Cato Institute,2000s,warned,6,146048,0.411
Cato Institute,2000s,readers,4,146048,0.274
Cato Institute,2000s,erroneous,2,146048,0.137
Cato Institute,2000s,unjust,7,146048,0.479
Cato Institute,2000s,vio-,2,146048,0.137
Cato Institute,2000s,lence,9,146048,0.616
Cato Institute,2000s,threatens,4,146048,0.274
Cato Institute,2000s,induce,1,146048,0.068
Cato Institute,2000s,resentment,4,146048,0.274
Cato Institute,2000s,bit-,1,146048,0.068
Cato Institute,2000s,terness,1,146048,0.068
Cato Institute,2000s,whom,8,146048,0.548
Cato Institute,2000s,violence,9,146048,0.616
Cato Institute,2000s,rectify,2,146048,0.137
Cato Institute,2000s,injustice,27,146048,1.849
Cato Institute,2000s,responding,3,146048,0.205
Cato Institute,2000s,violently,2,146048,0.137
Cato Institute,2000s,cascade,1,146048,0.068
Cato Institute,2000s,attacked,4,146048,0.274
Cato Institute,2000s,saddam,1,146048,0.068
Cato Institute,2000s,induced,1,146048,0.068
Cato Institute,2000s,significant,27,146048,1.849
Cato Institute,2000s,bitterness,1,146048,0.068
Cato Institute,2000s,vengeance,1,146048,0.068
Cato Institute,2000s,intelligence,10,146048,0.685
Cato Institute,2000s,supporting,5,146048,0.342
Cato Institute,2000s,resulted,6,146048,0.411
Cato Institute,2000s,governmen-,1,146048,0.068
Cato Institute,2000s,tal,6,146048,0.411
Cato Institute,2000s,incompetence,1,146048,0.068
Cato Institute,2000s,malfeasance,1,146048,0.068
Cato Institute,2000s,nei-,2,146048,0.137
Cato Institute,2000s,ther,4,146048,0.274
Cato Institute,2000s,explanation,9,146048,0.616
Cato Institute,2000s,confound,1,146048,0.068
Cato Institute,2000s,tarian,4,146048,0.274
Cato Institute,2000s,irrelevant,3,146048,0.205
Cato Institute,2000s,admits,2,146048,0.137
Cato Institute,2000s,poorly,4,146048,0.274
Cato Institute,2000s,concedes,1,146048,0.068
Cato Institute,2000s,effort,18,146048,1.232
Cato Institute,2000s,building,14,146048,0.959
Cato Institute,2000s,planning,9,146048,0.616
Cato Institute,2000s,well-moti-,1,146048,0.068
Cato Institute,2000s,vated,2,146048,0.137
Cato Institute,2000s,fraught,1,146048,0.068
Cato Institute,2000s,unintended,2,146048,0.137
Cato Institute,2000s,conse-,4,146048,0.274
Cato Institute,2000s,quences,2,146048,0.137
Cato Institute,2000s,blowback,1,146048,0.068
Cato Institute,2000s,disappointed,1,146048,0.068
Cato Institute,2000s,hardly,10,146048,0.685
Cato Institute,2000s,shocked,3,146048,0.205
Cato Institute,2000s,badly,3,146048,0.205
Cato Institute,2000s,executed,1,146048,0.068
Cato Institute,2000s,ask,7,146048,0.479
Cato Institute,2000s,expect,15,146048,1.027
Cato Institute,2000s,objec-,2,146048,0.137
Cato Institute,2000s,engineer-,1,146048,0.068
Cato Institute,2000s,unprecedented,4,146048,0.274
Cato Institute,2000s,scope,16,146048,1.096
Cato Institute,2000s,destruction,2,146048,0.137
Cato Institute,2000s,reformation,1,146048,0.068
Cato Institute,2000s,regional,5,146048,0.342
Cato Institute,2000s,envi-,8,146048,0.548
Cato Institute,2000s,sioned,2,146048,0.137
Cato Institute,2000s,simultaneously,5,146048,0.342
Cato Institute,2000s,possi-,3,146048,0.205
Cato Institute,2000s,oppose,3,146048,0.205
Cato Institute,2000s,involvement,6,146048,0.411
Cato Institute,2000s,inherent,7,146048,0.479
Cato Institute,2000s,invade,2,146048,0.137
Cato Institute,2000s,unravel,3,146048,0.205
Cato Institute,2000s,reweave,2,146048,0.137
Cato Institute,2000s,fabric,3,146048,0.205
Cato Institute,2000s,thousands-year-old,2,146048,0.137
Cato Institute,2000s,society,78,146048,5.341
Cato Institute,2000s,language,14,146048,0.959
Cato Institute,2000s,tribal,3,146048,0.205
Cato Institute,2000s,confessional,1,146048,0.068
Cato Institute,2000s,alle-,1,146048,0.068
Cato Institute,2000s,giances,1,146048,0.068
Cato Institute,2000s,deeply,9,146048,0.616
Cato Institute,2000s,skeptical,5,146048,0.342
Cato Institute,2000s,collect,11,146048,0.753
Cato Institute,2000s,data,81,146048,5.546
Cato Institute,2000s,difficul-,1,146048,0.068
Cato Institute,2000s,compounded,2,146048,0.137
Cato Institute,2000s,goals,7,146048,0.479
Cato Institute,2000s,ambitious,4,146048,0.274
Cato Institute,2000s,conducted,9,146048,0.616
Cato Institute,2000s,wracked,1,146048,0.068
Cato Institute,2000s,sectarian,1,146048,0.068
Cato Institute,2000s,conflicts,4,146048,0.274
Cato Institute,2000s,atlantic,4,146048,0.274
Cato Institute,2000s,matthew,2,146048,0.137
Cato Institute,2000s,yglesias,1,146048,0.068
Cato Institute,2000s,remotely,2,146048,0.137
Cato Institute,2000s,resembling,1,146048,0.068
Cato Institute,2000s,underwrite,1,146048,0.068
Cato Institute,2000s,conscript,1,146048,0.068
Cato Institute,2000s,huge,16,146048,1.096
Cato Institute,2000s,quantities,1,146048,0.068
Cato Institute,2000s,deploy,2,146048,0.137
Cato Institute,2000s,wholly,1,146048,0.068
Cato Institute,2000s,remake,2,146048,0.137
Cato Institute,2000s,absurd,4,146048,0.274
Cato Institute,2000s,rebuttal,1,146048,0.068
Cato Institute,2000s,coercion,1,146048,0.068
Cato Institute,2000s,non-libertarian,1,146048,0.068
Cato Institute,2000s,sun,6,146048,0.411
Cato Institute,2000s,hawks,1,146048,0.068
Cato Institute,2000s,supported,11,146048,0.753
Cato Institute,2000s,half,28,146048,1.917
Cato Institute,2000s,tril-,2,146048,0.137
Cato Institute,2000s,lion,9,146048,0.616
Cato Institute,2000s,four,21,146048,1.438
Cato Institute,2000s,thousand,3,146048,0.205
Cato Institute,2000s,ignore,7,146048,0.479
Cato Institute,2000s,violations,9,146048,0.616
Cato Institute,2000s,hundred,2,146048,0.137
Cato Institute,2000s,iraqis,1,146048,0.068
Cato Institute,2000s,perished,1,146048,0.068
Cato Institute,2000s,experiment,5,146048,0.342
Cato Institute,2000s,un-,7,146048,0.479
Cato Institute,2000s,checked,3,146048,0.205
Cato Institute,2000s,prudence,4,146048,0.274
Cato Institute,2000s,constraints,2,146048,0.137
Cato Institute,2000s,harm,20,146048,1.369
Cato Institute,2000s,tar-,1,146048,0.068
Cato Institute,2000s,citizens,63,146048,4.314
Cato Institute,2000s,charged,5,146048,0.342
Cato Institute,2000s,craft,2,146048,0.137
Cato Institute,2000s,dispassionately,1,146048,0.068
Cato Institute,2000s,nature,25,146048,1.712
Cato Institute,2000s,getting,21,146048,1.438
Cato Institute,2000s,assessment,8,146048,0.548
Cato Institute,2000s,handled,1,146048,0.068
Cato Institute,2000s,nation-build-,1,146048,0.068
Cato Institute,2000s,biggest,7,146048,0.479
Cato Institute,2000s,successes,2,146048,0.137
Cato Institute,2000s,serv-,4,146048,0.274
Cato Institute,2000s,ices,2,146048,0.137
Cato Institute,2000s,police,22,146048,1.506
Cato Institute,2000s,agencies,21,146048,1.438
Cato Institute,2000s,precious,3,146048,0.205
Cato Institute,2000s,meaningful,10,146048,0.685
Cato Institute,2000s,victories,1,146048,0.068
Cato Institute,2000s,ascribed,1,146048,0.068
Cato Institute,2000s,tinkering,2,146048,0.137
Cato Institute,2000s,colleague,3,146048,0.205
Cato Institute,2000s,benjamin,3,146048,0.205
Cato Institute,2000s,ob-,1,146048,0.068
Cato Institute,2000s,flu,1,146048,0.068
Cato Institute,2000s,killed,3,146048,0.205
Cato Institute,2000s,certainly,16,146048,1.096
Cato Institute,2000s,conceive,2,146048,0.137
Cato Institute,2000s,improbable,1,146048,0.068
Cato Institute,2000s,scenarios,3,146048,0.205
Cato Institute,2000s,expand,24,146048,1.643
Cato Institute,2000s,destructive,4,146048,0.274
Cato Institute,2000s,terrorists,9,146048,0.616
Cato Institute,2000s,acquisition,2,146048,0.137
Cato Institute,2000s,nuclear,9,146048,0.616
Cato Institute,2000s,date,9,146048,0.616
Cato Institute,2000s,nation-building-as-counterter-,1,146048,0.068
Cato Institute,2000s,rorism,2,146048,0.137
Cato Institute,2000s,approach,38,146048,2.602
Cato Institute,2000s,destruc-,1,146048,0.068
Cato Institute,2000s,ample,5,146048,0.342
Cato Institute,2000s,realize,3,146048,0.205
Cato Institute,2000s,inflict,1,146048,0.068
Cato Institute,2000s,trick,1,146048,0.068
Cato Institute,2000s,ways,36,146048,2.465
Cato Institute,2000s,osama,1,146048,0.068
Cato Institute,2000s,bin,8,146048,0.548
Cato Institute,2000s,laden,6,146048,0.411
Cato Institute,2000s,boasted,1,146048,0.068
Cato Institute,2000s,provoke,1,146048,0.068
Cato Institute,2000s,bait,1,146048,0.068
Cato Institute,2000s,describing,1,146048,0.068
Cato Institute,2000s,bleed,1,146048,0.068
Cato Institute,2000s,bankrupt-,1,146048,0.068
Cato Institute,2000s,remarked,1,146048,0.068
Cato Institute,2000s,mujahedeen,1,146048,0.068
Cato Institute,2000s,furthest,1,146048,0.068
Cato Institute,2000s,raise,13,146048,0.89
Cato Institute,2000s,cloth,2,146048,0.137
Cato Institute,2000s,written,14,146048,0.959
Cato Institute,2000s,generals,1,146048,0.068
Cato Institute,2000s,suffer,5,146048,0.342
Cato Institute,2000s,losses,5,146048,0.342
Cato Institute,2000s,goaded,1,146048,0.068
Cato Institute,2000s,self-destructive,1,146048,0.068
Cato Institute,2000s,diagnosis,9,146048,0.616
Cato Institute,2000s,prescrip-,2,146048,0.137
Cato Institute,2000s,prognosis,2,146048,0.137
Cato Institute,2000s,pursuing,2,146048,0.137
Cato Institute,2000s,accurate,5,146048,0.342
Cato Institute,2000s,confront,2,146048,0.137
Cato Institute,2000s,painful,3,146048,0.205
Cato Institute,2000s,revealed,3,146048,0.205
Cato Institute,2000s,plays,5,146048,0.342
Cato Institute,2000s,sig-,3,146048,0.205
Cato Institute,2000s,nificant,3,146048,0.205
Cato Institute,2000s,opinion,18,146048,1.232
Cato Institute,2000s,islamic,6,146048,0.411
Cato Institute,2000s,represents,8,146048,0.548
Cato Institute,2000s,accountability,4,146048,0.274
Cato Institute,2000s,root,6,146048,0.411
Cato Institute,2000s,anti-american,1,146048,0.068
Cato Institute,2000s,sentiments,1,146048,0.068
Cato Institute,2000s,muslim,4,146048,0.274
Cato Institute,2000s,populations,6,146048,0.411
Cato Institute,2000s,researched,2,146048,0.137
Cato Institute,2000s,absorbed,1,146048,0.068
Cato Institute,2000s,acted,3,146048,0.205
Cato Institute,2000s,upon,16,146048,1.096
Cato Institute,2000s,officials,28,146048,1.917
Cato Institute,2000s,pentagon,1,146048,0.068
Cato Institute,2000s,diplomatic,1,146048,0.068
Cato Institute,2000s,muslims,2,146048,0.137
Cato Institute,2000s,contrary,12,146048,0.822
Cato Institute,2000s,says,22,146048,1.506
Cato Institute,2000s,claims,20,146048,1.369
Cato Institute,2000s,let,26,146048,1.78
Cato Institute,2000s,sweden,8,146048,0.548
Cato Institute,2000s,motivat-,1,146048,0.068
Cato Institute,2000s,rage,1,146048,0.068
Cato Institute,2000s,carry,3,146048,0.205
Cato Institute,2000s,murders,1,146048,0.068
Cato Institute,2000s,organizing,5,146048,0.342
Cato Institute,2000s,viable,2,146048,0.137
Cato Institute,2000s,toward,60,146048,4.108
Cato Institute,2000s,motivation,2,146048,0.137
Cato Institute,2000s,pursue,8,146048,0.548
Cato Institute,2000s,capture,9,146048,0.616
Cato Institute,2000s,kill,3,146048,0.205
Cato Institute,2000s,strat-,1,146048,0.068
Cato Institute,2000s,egy,1,146048,0.068
Cato Institute,2000s,solely,4,146048,0.274
Cato Institute,2000s,reactive,1,146048,0.068
Cato Institute,2000s,vast,11,146048,0.753
Cato Institute,2000s,recep-,1,146048,0.068
Cato Institute,2000s,ladenism,1,146048,0.068
Cato Institute,2000s,aren,4,146048,0.274
Cato Institute,2000s,vinced,1,146048,0.068
Cato Institute,2000s,join,5,146048,0.342
Cato Institute,2000s,recruiting,2,146048,0.137
Cato Institute,2000s,arsenal,1,146048,0.068
Cato Institute,2000s,alarmingly,1,146048,0.068
Cato Institute,2000s,destroy,3,146048,0.205
Cato Institute,2000s,islam,2,146048,0.137
Cato Institute,2000s,accordingly,4,146048,0.274
Cato Institute,2000s,treat,7,146048,0.479
Cato Institute,2000s,affect,10,146048,0.685
Cato Institute,2000s,marginal,8,146048,0.548
Cato Institute,2000s,recruit,2,146048,0.137
Cato Institute,2000s,makes,37,146048,2.533
Cato Institute,2000s,wouldn,3,146048,0.205
Cato Institute,2000s,side,15,146048,1.027
Cato Institute,2000s,coin,2,146048,0.137
Cato Institute,2000s,remarkable,6,146048,0.411
Cato Institute,2000s,barbarity,1,146048,0.068
Cato Institute,2000s,sup-,6,146048,0.411
Cato Institute,2000s,port,4,146048,0.274
Cato Institute,2000s,governance,3,146048,0.205
Cato Institute,2000s,express,2,146048,0.137
Cato Institute,2000s,shibley,1,146048,0.068
Cato Institute,2000s,telhami,2,146048,0.137
Cato Institute,2000s,pollsters,1,146048,0.068
Cato Institute,2000s,arab,2,146048,0.137
Cato Institute,2000s,stems,3,146048,0.205
Cato Institute,2000s,disproportionately,4,146048,0.274
Cato Institute,2000s,opposition,6,146048,0.411
Cato Institute,2000s,arabs,1,146048,0.068
Cato Institute,2000s,poll,3,146048,0.205
Cato Institute,2000s,expressing,1,146048,0.068
Cato Institute,2000s,aims,5,146048,0.342
Cato Institute,2000s,group,40,146048,2.739
Cato Institute,2000s,objective,4,146048,0.274
Cato Institute,2000s,creating,13,146048,0.89
Cato Institute,2000s,taliban-style,1,146048,0.068
Cato Institute,2000s,sell,14,146048,0.959
Cato Institute,2000s,affirmative,1,146048,0.068
Cato Institute,2000s,agen-,3,146048,0.205
Cato Institute,2000s,da,44,146048,3.013
Cato Institute,2000s,smart,2,146048,0.137
Cato Institute,2000s,countert-,1,146048,0.068
Cato Institute,2000s,errorism,1,146048,0.068
Cato Institute,2000s,recognize,12,146048,0.822
Cato Institute,2000s,providing,12,146048,0.822
Cato Institute,2000s,rades,1,146048,0.068
Cato Institute,2000s,opportunities,17,146048,1.164
Cato Institute,2000s,defenders,2,146048,0.137
Cato Institute,2000s,hostile,1,146048,0.068
Cato Institute,2000s,colos-,1,146048,0.068
Cato Institute,2000s,sal,1,146048,0.068
Cato Institute,2000s,anti-islam,1,146048,0.068
Cato Institute,2000s,strength,6,146048,0.411
Cato Institute,2000s,flourishing,2,146048,0.137
Cato Institute,2000s,vides,3,146048,0.205
Cato Institute,2000s,innova-,2,146048,0.137
Cato Institute,2000s,endure,1,146048,0.068
Cato Institute,2000s,cold,6,146048,0.411
Cato Institute,2000s,alarmists,2,146048,0.137
Cato Institute,2000s,constantly,7,146048,0.479
Cato Institute,2000s,durability,1,146048,0.068
Cato Institute,2000s,soviet,22,146048,1.506
Cato Institute,2000s,insisting,3,146048,0.205
Cato Institute,2000s,stronger,4,146048,0.274
Cato Institute,2000s,own,82,146048,5.615
Cato Institute,2000s,proved,2,146048,0.137
Cato Institute,2000s,fantastically,1,146048,0.068
Cato Institute,2000s,sclerotic,1,146048,0.068
Cato Institute,2000s,col-,11,146048,0.753
Cato Institute,2000s,lapsed,1,146048,0.068
Cato Institute,2000s,shambles,1,146048,0.068
Cato Institute,2000s,band,1,146048,0.068
Cato Institute,2000s,fanatics,1,146048,0.068
Cato Institute,2000s,face,13,146048,0.89
Cato Institute,2000s,hysteria,1,146048,0.068
Cato Institute,2000s,befit,1,146048,0.068
Cato Institute,2000s,size,4,146048,0.274
Cato Institute,2000s,vitality,1,146048,0.068
Cato Institute,2000s,hollow,2,146048,0.137
Cato Institute,2000s,commu-,5,146048,0.342
Cato Institute,2000s,force,24,146048,1.643
Cato Institute,2000s,with-,5,146048,0.342
Cato Institute,2000s,challenge,11,146048,0.753
Cato Institute,2000s,communism,14,146048,0.959
Cato Institute,2000s,survive,1,146048,0.068
Cato Institute,2000s,mentioned,2,146048,0.137
Cato Institute,2000s,style,3,146048,0.205
Cato Institute,2000s,affiliates,1,146048,0.068
Cato Institute,2000s,exceedingly,5,146048,0.342
Cato Institute,2000s,unpopular,3,146048,0.205
Cato Institute,2000s,favorable,2,146048,0.137
Cato Institute,2000s,peo-,13,146048,0.89
Cato Institute,2000s,figures,18,146048,1.232
Cato Institute,2000s,declined,8,146048,0.548
Cato Institute,2000s,substantially,12,146048,0.822
Cato Institute,2000s,clear,36,146048,2.465
Cato Institute,2000s,overwhelmingly,2,146048,0.137
Cato Institute,2000s,nega-,1,146048,0.068
Cato Institute,2000s,view,40,146048,2.739
Cato Institute,2000s,ward,7,146048,0.479
Cato Institute,2000s,emphasizing,1,146048,0.068
Cato Institute,2000s,repairing,2,146048,0.137
