source,decade,rank,term,count,tokens,per10k
Cato Institute,1990s,69,mexico,297,206297,14.397
Cato Institute,1990s,70,policies,296,206297,14.348
Cato Institute,1990s,71,rights,292,206297,14.154
Cato Institute,1990s,72,sector,288,206297,13.96
Cato Institute,1990s,73,rates,286,206297,13.864
Cato Institute,1990s,74,eastern,285,206297,13.815
Cato Institute,1990s,75,money,284,206297,13.767
Cato Institute,1990s,76,perpetuating,283,206297,13.718
Cato Institute,1990s,77,financial,283,206297,13.718
Cato Institute,1990s,78,latin,277,206297,13.427
Cato Institute,1990s,79,much,271,206297,13.136
Cato Institute,1990s,80,report,264,206297,12.797
Cato Institute,1990s,81,example,264,206297,12.797
Cato Institute,1990s,82,york,264,206297,12.797
Cato Institute,1990s,83,year,263,206297,12.749
Cato Institute,1990s,84,program,257,206297,12.458
Cato Institute,1990s,85,domestic,256,206297,12.409
Cato Institute,1990s,86,reform,254,206297,12.312
Cato Institute,1990s,87,free,252,206297,12.215
Cato Institute,1990s,88,federal,248,206297,12.022
Cato Institute,1990s,89,africa,247,206297,11.973
Cato Institute,1990s,90,multilateral,246,206297,11.925
Cato Institute,1990s,91,soviet,246,206297,11.925
Cato Institute,1990s,92,land,242,206297,11.731
Cato Institute,1990s,93,however,241,206297,11.682
Cato Institute,1990s,94,use,241,206297,11.682
Cato Institute,1990s,95,times,240,206297,11.634
Cato Institute,1990s,96,d,238,206297,11.537
Cato Institute,1990s,97,president,237,206297,11.488
Cato Institute,1990s,98,large,236,206297,11.44
Cato Institute,1990s,99,power,235,206297,11.391
Cato Institute,1990s,100,two,234,206297,11.343
