source,decade,rank,term,count,tokens,per10k
American Enterprise Institute,1990s,6,new,683,152562,44.769
American Enterprise Institute,1990s,7,competition,662,152562,43.392
American Enterprise Institute,1990s,8,other,565,152562,37.034
American Enterprise Institute,1990s,9,market,529,152562,34.674
American Enterprise Institute,1990s,10,costs,525,152562,34.412
American Enterprise Institute,1990s,11,price,525,152562,34.412
American Enterprise Institute,1990s,12,american,524,152562,34.347
American Enterprise Institute,1990s,13,care,500,152562,32.774
American Enterprise Institute,1990s,14,banks,488,152562,31.987
American Enterprise Institute,1990s,15,one,467,152562,30.611
American Enterprise Institute,1990s,16,risk,440,152562,28.841
American Enterprise Institute,1990s,17,states,438,152562,28.71
American Enterprise Institute,1990s,18,blue,427,152562,27.989
American Enterprise Institute,1990s,19,hospital,419,152562,27.464
American Enterprise Institute,1990s,20,government,413,152562,27.071
American Enterprise Institute,1990s,21,income,401,152562,26.284
American Enterprise Institute,1990s,22,policy,400,152562,26.219
American Enterprise Institute,1990s,23,also,376,152562,24.646
American Enterprise Institute,1990s,24,economic,368,152562,24.121
American Enterprise Institute,1990s,25,bank,349,152562,22.876
American Enterprise Institute,1990s,26,per,340,152562,22.286
American Enterprise Institute,1990s,27,higher,337,152562,22.089
American Enterprise Institute,1990s,28,medical,334,152562,21.893
American Enterprise Institute,1990s,29,information,332,152562,21.762
American Enterprise Institute,1990s,30,many,323,152562,21.172
American Enterprise Institute,1990s,31,hospitals,318,152562,20.844
American Enterprise Institute,1990s,32,only,313,152562,20.516
American Enterprise Institute,1990s,33,physicians,311,152562,20.385
American Enterprise Institute,1990s,34,system,309,152562,20.254
American Enterprise Institute,1990s,35,prices,306,152562,20.057
American Enterprise Institute,1990s,36,public,304,152562,19.926
American Enterprise Institute,1990s,37,services,301,152562,19.73
American Enterprise Institute,1990s,38,capital,299,152562,19.599
American Enterprise Institute,1990s,39,much,297,152562,19.467
American Enterprise Institute,1990s,40,less,297,152562,19.467
American Enterprise Institute,1990s,41,since,296,152562,19.402
American Enterprise Institute,1990s,42,economics,294,152562,19.271
American Enterprise Institute,1990s,43,financial,293,152562,19.205
American Enterprise Institute,1990s,44,state,291,152562,19.074
American Enterprise Institute,1990s,45,economy,291,152562,19.074
American Enterprise Institute,1990s,46,data,291,152562,19.074
American Enterprise Institute,1990s,47,federal,288,152562,18.878
American Enterprise Institute,1990s,48,united,288,152562,18.878
American Enterprise Institute,1990s,49,private,287,152562,18.812
American Enterprise Institute,1990s,50,demand,286,152562,18.746
American Enterprise Institute,1990s,51,among,285,152562,18.681
American Enterprise Institute,1990s,52,national,282,152562,18.484
American Enterprise Institute,1990s,53,research,282,152562,18.484
American Enterprise Institute,1990s,54,years,278,152562,18.222
American Enterprise Institute,1990s,55,journal,275,152562,18.025
American Enterprise Institute,1990s,56,large,274,152562,17.96
American Enterprise Institute,1990s,57,u,273,152562,17.894
American Enterprise Institute,1990s,58,cost,271,152562,17.763
American Enterprise Institute,1990s,59,c,267,152562,17.501
American Enterprise Institute,1990s,60,even,266,152562,17.436
American Enterprise Institute,1990s,61,high,258,152562,16.911
American Enterprise Institute,1990s,62,rate,253,152562,16.583
American Enterprise Institute,1990s,63,physician,250,152562,16.387
American Enterprise Institute,1990s,64,benefits,248,152562,16.256
American Enterprise Institute,1990s,65,between,247,152562,16.19
American Enterprise Institute,1990s,66,e,243,152562,15.928
American Enterprise Institute,1990s,67,regulation,240,152562,15.731
American Enterprise Institute,1990s,68,two,238,152562,15.6
American Enterprise Institute,1990s,69,time,237,152562,15.535
American Enterprise Institute,1990s,70,consumer,235,152562,15.404
American Enterprise Institute,1990s,71,lower,235,152562,15.404
American Enterprise Institute,1990s,72,important,232,152562,15.207
American Enterprise Institute,1990s,73,consumers,230,152562,15.076
American Enterprise Institute,1990s,74,firms,229,152562,15.01
American Enterprise Institute,1990s,75,found,226,152562,14.814
American Enterprise Institute,1990s,76,risks,224,152562,14.683
American Enterprise Institute,1990s,77,business,224,152562,14.683
American Enterprise Institute,1990s,78,university,223,152562,14.617
American Enterprise Institute,1990s,79,case,221,152562,14.486
American Enterprise Institute,1990s,80,social,218,152562,14.289
American Enterprise Institute,1990s,81,use,216,152562,14.158
American Enterprise Institute,1990s,82,total,216,152562,14.158
American Enterprise Institute,1990s,83,banking,213,152562,13.962
American Enterprise Institute,1990s,84,regulatory,211,152562,13.83
American Enterprise Institute,1990s,85,analysis,210,152562,13.765
American Enterprise Institute,1990s,86,level,209,152562,13.699
American Enterprise Institute,1990s,87,cross,209,152562,13.699
American Enterprise Institute,1990s,88,j,205,152562,13.437
American Enterprise Institute,1990s,89,share,204,152562,13.372
American Enterprise Institute,1990s,90,studies,203,152562,13.306
American Enterprise Institute,1990s,91,rates,202,152562,13.241
American Enterprise Institute,1990s,92,growth,201,152562,13.175
American Enterprise Institute,1990s,93,output,200,152562,13.109
American Enterprise Institute,1990s,94,expenditures,200,152562,13.109
American Enterprise Institute,1990s,95,see,200,152562,13.109
American Enterprise Institute,1990s,96,thus,199,152562,13.044
American Enterprise Institute,1990s,97,quality,199,152562,13.044
American Enterprise Institute,1990s,98,law,197,152562,12.913
American Enterprise Institute,1990s,99,plans,196,152562,12.847
American Enterprise Institute,1990s,100,increase,195,152562,12.782
